Ref,Title,FName,MName,LName,BDate,DDate,Male,Silent,CharTypeID,KnownAs,Comments,CDate,UDate,CName,UName
711,,Sonja,,The nurse,,,0,0,,,Ruth's breast cancer nurse,09/22/00 11:19:40,04/26/12 17:04:22,fishec50,fishec50
712,,Jodie,,the friend,,,0,1,,,Emma Carter's friend,09/29/00 11:50:42,04/26/12 15:20:18,fishec50,fishec50
713,,Andrew,,Smith,,,1,1,,,,10/02/2000 14:40,10/02/2000 14:40,fishec50,fishec50
714,,Gerry,,Morton,,,1,0,,,,10/02/2000 14:45,09/09/2010 16:59,fishec50,fishec50
715,,Adrian,,Manderson,,,1,0,,,,10/09/2000 15:30,10/09/2000 15:30,fishec50,fishec50
716,,Frank,,Bannerman,,09/02/2000 00:00,1,1,,,wife Elaine,10/16/00 11:15:18,10/16/00 11:16:17,fishec50,fishec50
717,,Peter,,Blakeney,,,1,1,,,,11/07/2000 11:22,10/08/2001 16:49,fishec50,fishec50
718,,Lauren,,Walsh,,,0,0,,,,11/09/2000 11:36,11/09/2000 11:36,fishec50,fishec50
719,,Ashok,,Kapoor,,,1,0,,,,01/08/2001 16:49,04/20/04 17:28:03,fishec50,fishec50
720,,Captain,,The Dog,05/05/1978 00:00,01/17/91 00:00:00,1,1,,,Jack Woolly's much loved pet,01/19/01 14:52:48,01/22/08 14:10:23,fishec50,fishec50
721,1,Oliver,Peregrine,Sterling,,,1,0,,,"Owner of Grange Farm: Married Caroline 29/6/06.
In 2011 Oliver said that when Caroline retired he would be in his 70s - Caroline will be 60 in 2015. He was born before 1945 but after 1935",01/19/01 16:22:31,08/28/13 16:23:55,fishec50,fishec50
722,,Bill and Ben,,The cats,11/19/00 00:00:00,,1,1,,,William found the kittens and gave them to Joe. Joe fed them and trained them then after Sammy's death he gave them to Peggy. Ben's  tortoiseshell with quite long fur,01/19/01 17:01:06,05/20/09 10:14:17,fishec50,fishec50
723,,Kevin,,the contract milker,,,1,1,,,Contract milker at Brookfield,01/29/01 16:53:46,04/26/12 15:20:41,fishec50,fishec50
724,3,,,Harper,,,0,0,,,Lucy's school teacher,02/02/2001 15:10,02/02/2001 15:10,fishec50,fishec50
725,,Brenda,,Maynard,,,0,0,,,Had an affair with Paul Johnson,02/02/2001 15:15,02/02/2001 15:15,fishec50,fishec50
726,,Bettina,,The Dog,,,0,1,,,One of Marjorie's,02/15/01 11:42:36,10/29/01 15:58:21,fishec50,fishec50
727,,Lucas,,Madikane,,,1,0,,,The father of Kate's second child - Kate married Lucas  12.4.2001 - born 1972,03/06/2001 15:00,07/13/10 11:30:42,fishec50,fishec50
728,,Chandler,,The Pony,,01/05/2005 00:00,1,1,,,,03/07/2001 14:23,05/26/05 12:34:46,fishec50,fishec50
729,,Noluthando,Grace,Madikane,01/19/01 00:00:00,,0,1,,Nolly,,03/09/2001 17:35,03/09/2001 17:38,fishec50,fishec50
730,2,Maddy,,Watkins,,,0,1,,,,03/13/01 11:41:15,03/13/01 12:14:31,fishec50,fishec50
731,,Bill,,Crowther,,,1,1,,,,03/13/01 17:27:40,03/13/01 17:27:40,fishec50,fishec50
732,,Mary,,Weston,,,0,0,,,,03/15/01 15:57:39,03/15/01 15:57:39,fishec50,fishec50
733,,Tessa,,Latimer,,,0,0,,,,03/15/01 16:13:08,03/15/01 16:13:21,fishec50,fishec50
734,1,,,Crawford,,,1,0,,,,03/20/01 11:55:50,03/20/01 11:55:50,fishec50,fishec50
735,,Valerie,,Woolley,,08/01/1983 00:00,0,0,,,,03/21/01 12:44:24,06/15/09 17:02:37,fishec50,fishec50
736,,Ken,,Pound,,,0,0,,,,04/04/2001 12:05,04/04/2001 12:05,fishec50,fishec50
737,,Pickle,,The Cat,,,0,1,,,"Bert's cat
assume died off air",04/04/2001 17:12,10/02/2012 12:23,fishec50,fishec50
738,,JR,,The Dog,,03/24/94 00:00:00,1,1,,,Robin's dog,05/04/2001 10:15,10/29/01 15:58:27,fishec50,fishec50
739,,Scott,,Daniels,,,1,0,,,Scott is a Taurean,05/11/2001 09:58,08/24/01 16:02:48,fishec50,fishec50
740,,Rowena,,Hickey,,,0,1,,,,06/05/2001 16:37,02/14/13 09:59:14,fishec50,fishec50
741,,Naomi,,the student,,,0,1,,,"One of Simon's best post-grad students she's bright, blond and very fit",06/26/01 15:17:18,04/26/12 15:21:04,fishec50,fishec50
742,1,,,Jordan,,,1,1,,,Hayley's Dad - his birthday is 5th June but we don't know how old he is,06/26/01 15:32:35,09/29/09 10:01:13,fishec50,fishec50
743,,Meriel,,Archer,05/11/2001 00:00,,0,1,,Merry,Daughter of Mel and Kenton,06/26/01 16:14:38,01/24/05 11:04:33,fishec50,fishec50
744,,Martina,,the producer,,,0,0,,,Producer of the Grey Gables documentary,07/05/2001 10:18,04/26/12 15:21:18,fishec50,fishec50
745,,Jane,,Sterling,,,0,1,,,Oliver's ex wife,08/13/01 14:38:03,08/13/01 14:38:03,fishec50,fishec50
746,,Florrie,,Hoskins,,,0,0,,,,08/21/01 16:05:53,08/21/01 16:05:54,fishec50,fishec50
748,,Danny,,Makin,,,1,1,,,tree officer for North Borsetshire,08/24/01 15:51:41,09/10/2008 15:02,fishec50,fishec50
749,,Jessica,,the Falconer,,,0,1,,,Falconer,08/24/01 16:12:32,04/26/12 15:21:41,fishec50,fishec50
750,,Ginger,,The Hen,,,0,1,,,Willow Farm hen who keeps escaping,09/03/2001 17:35,09/03/2001 17:35,fishec50,fishec50
751,,Luigi,,the staff at Grey Gables,,,1,1,,,works at Grey Gables,09/27/01 12:24:29,04/26/12 15:22:27,fishec50,fishec50
752,,Annette,,Turner,,,0,0,,,Annette was born in 1990 and her birthday is in September.,10/03/2001 12:25,06/04/2004 12:11,fishec50,fishec50
753,,Sonja,,Turner,08/14/89 00:00:00,,0,0,,,,10/03/2001 12:26,06/04/2004 12:11,fishec50,fishec50
754,,Michelle,,Turner,,,0,1,,,Greg and his wife Michelle were married for over 12 years.  They have two daughters Sonja was born in 1989 her birthday is a couple of weeks before 28th of August therefore early August.  Annette was born in 1990 and her birthday is the first week in September. The marriage broke up because they were incompatible and Michelle started seeing another man.  He was French so Michelle went to France to live with him.  They live in his home town of Marseilles,10/03/2001 12:28,10/03/2001 12:28,fishec50,fishec50
755,,Harold,,Asquith,,,1,1,,,The gardening correspondent in The Echo - Harold Asquithâ€™s Gardening Hints.,10/08/2001 16:48,12/21/09 16:43:34,fishec50,fishec50
756,,Mitch,,The Dog,,,1,1,,,Greg's working dog - after Greg's death William took him over.,10/08/2001 17:08,09/28/06 11:57:07,fishec50,fishec50
757,,Pascal,,the boyfriend,,,1,1,,,Michelle Turner's boyfriend,10/08/2001 17:35,04/26/12 15:22:39,fishec50,fishec50
758,,Andy,,Waters,,,1,1,,,Andy plays the musical saw,10/09/2001 10:55,10/09/2001 10:55,fishec50,fishec50
759,,Patch,,The Dog,,,0,1,,,,10/11/2001 16:34,10/29/01 15:58:36,fishec50,fishec50
760,,Walt,,The Dog,,,1,1,,,George's dog assumed dead in 2009 - off air,10/29/01 16:00:14,05/20/09 15:28:05,fishec50,fishec50
761,,Adil,,Malik,,,1,1,,,Hassett Hill's balti man,10/29/01 16:34:22,10/29/01 17:04:37,fishec50,fishec50
762,,Dawn,,Ramm,,,0,1,,,One of the potato picking gang at Bridge farm.,10/29/01 17:20:40,10/29/01 17:20:40,fishec50,fishec50
763,,Dermot,,Sweeney,,,1,1,,,Drummer in Dross,10/30/01 15:10:43,10/30/01 15:10:43,fishec50,fishec50
764,,David,,Wilson,,,1,0,,,Farm manger at Duchy Home Farm played by himself,10/30/01 15:50:20,10/30/01 15:50:30,fishec50,fishec50
765,,,,Magistrate,,,1,0,,,Magistrate at Ed's court case,11/06/2001 11:15,02/23/04 15:40:09,fishec50,fishec50
766,1,,,Tweedie,,,1,1,,,Ed's prosecuting solicitor,11/06/2001 11:24,07/05/2005 10:48,fishec50,fishec50
767,,Bran,,The Dog,,,0,1,,,Dead,11/07/2001 15:42,03/21/11 16:38:28,fishec50,fishec50
768,,John,,Lawson,,,1,0,,Black Lawson,Ghost.,12/17/01 15:25:03,12/17/01 15:25:43,fishec50,fishec50
769,,Ted,,Mowlem,,,1,1,,,Wears glasses,12/18/01 16:22:49,12/18/01 16:23:22,fishec50,fishec50
770,,Two Timer,,The Horse,,,0,1,,,,12/21/01 15:33:03,02/13/02 14:40:31,fishec50,fishec50
771,,Joanne,,The stable girl,,,0,1,,,Works at the stables,01/24/02 12:39:58,04/26/12 15:22:52,fishec50,fishec50
772,,Humph,,The Bull,,,1,1,,,Brookfield Bull.,01/28/02 12:52:58,01/28/02 12:52:58,fishec50,fishec50
773,,James,,Burnham,,,1,1,,,Nigel's brother-in-law,02/04/2002 11:10,09/10/2008 17:20,fishec50,fishec50
774,,Dolly,,Treadgold,,,0,0,,,Divorcee got engaged to Eddie Grundy in1979,02/15/02 15:15:24,02/15/02 15:15:24,fishec50,fishec50
775,,Benjamin,David,Archer,03/15/02 00:00:00,,1,0,,,Third child of David and Ruth Archer - Ruth had a great-uncle called Benjamin,02/19/02 15:31:00,05/02/2007 10:22,fishec50,fishec50
776,,Moonbeam,,The Pony,,,0,1,,,,02/27/02 15:55:10,02/10/2004 16:08,fishec50,fishec50
777,,Christian,,Dorfman,,,1,1,,,,03/07/2002 17:12,03/07/2002 17:12,fishec50,fishec50
778,,Biff,,The Dog,,,1,1,,,Brookfield working dog adult in 2002,03/12/2002 13:51,05/20/09 10:25:06,fishec50,fishec50
779,,Noah,,The Ferret,,,1,1,,,One of Eddie's 2002 ferrets,04/10/2002 15:24,04/10/2002 17:07,fishec50,fishec50
780,,Missis Noah,,The Ferret,,,0,1,,Missis,One of Eddie's 2002 ferrets,04/10/2002 15:24,04/10/2002 17:08,fishec50,fishec50
781,,Leanne,,The Ferret,,,0,1,,,one of Eddie's 2002 ferrets,04/10/2002 17:08,04/01/2003 14:45,fishec50,fishec50
782,,Adelaide,,The Ferret,,,0,1,,,One of Eddie's 2002 ferrets,04/10/2002 17:09,04/01/2003 14:45,fishec50,fishec50
783,2,Mary,,Pound,,,0,0,,,,05/07/2002 16:55,05/07/2002 16:55,fishec50,fishec50
784,,Winston,,The Dog,,10/02/1989 00:00,1,1,,,Nelson's dog - dead,05/14/02 11:44:03,02/24/12 11:40:06,fishec50,fishec50
785,,Chaba,,Proganyi,,,0,0,,,Brookfield's Hungarian student - First named TX 19 July 2002,06/13/02 10:23:19,09/20/02 15:42:22,fishec50,fishec50
786,,Theo,,the vet,,,1,0,,,Alistair's partner,06/24/02 14:02:34,04/26/12 15:23:00,fishec50,fishec50
787,,Father Dominic,,Golding,,,0,0,,,"Preist of the catholic church , St Thomas More, in Borchester.  
26 March 2002 - Janet says that once he starts talking it's difficult to get away.",06/24/02 15:07:17,09/21/06 11:42:36,fishec50,fishec50
788,1,Bill,,Oldfield,,,1,1,,,"A long term acquaintance of Brian Aldridge.   
At a Hasset Hills meeting on 28 March 2002 Brian got his name wrong.",06/24/02 16:36:19,06/24/02 16:36:24,fishec50,fishec50
790,,Bartleby,,The Pony,,,1,1,,,,08/05/2002 12:55,02/10/2004 16:08,fishec50,fishec50
791,,Clint,,The Turkey,,,1,1,,,,08/28/02 11:06:55,01/30/06 13:04:08,fishec50,fishec50
792,,,,Littlejohn,,,0,0,,,Jill's B&B guests,09/02/2002 16:34,09/02/2002 16:34,fishec50,fishec50
793,,Percy,,Bates,,,0,0,,,Bar man at Grey Gables,09/06/2002 18:03,09/06/2002 18:03,fishec50,fishec50
794,,Nikki,,Rogers - maiden name,,,0,0,,,Jolene's sister,09/10/2002 12:50,04/26/12 15:24:00,fishec50,fishec50
795,,Eleanor,,Sterling - maiden name,,,0,1,,,Oliver Sterling's daughter,09/16/02 11:48:22,04/26/12 15:24:19,fishec50,fishec50
796,,Cedric,,Pargetter,,,1,0,,Uncle Cedric,Built the folly at Lower Loxley in 1846,09/19/02 11:05:22,09/19/02 11:05:22,fishec50,fishec50
798,,Catriona,,the Practice Manager,,,0,1,,,Practice Manager,09/26/02 12:29:22,04/26/12 15:27:06,fishec50,fishec50
799,,Demeter,,The Goat,,,0,1,,,Lynda's goat,09/26/02 12:36:40,09/01/2003 16:10,fishec50,fishec50
800,,Ash,,the singer,,,1,1,,,Singer in Dross,09/26/02 12:51:43,04/26/12 15:24:50,fishec50,fishec50
801,,Angela,,the Part-time fitness instructor,,,0,0,,,,10/11/2002 15:30,04/26/12 15:25:09,fishec50,fishec50
802,,Irina,,The girlfriend,,,0,1,,,Tim Beecham's latest squeeze.,10/15/02 16:59:24,04/26/12 17:02:26,fishec50,fishec50
804,,Cosima,,the Italian teacher,,,0,1,,,Caroline and Oliver's Italian teacher,10/29/02 15:56:39,04/26/12 15:25:40,fishec50,fishec50
805,,Jeanette,,the other woman,,,0,0,,,The woman Simon had an affair with,11/29/02 14:55:50,04/26/12 15:25:56,fishec50,fishec50
806,,Ruairi,,Donovan,11/14/02 00:00:00,,1,0,,,Siobhan and Brian's child he was 5 when his mother died,11/29/02 16:43:41,12/15/08 17:05:24,fishec50,fishec50
807,,Lucy,,Akehurst,,,0,1,,,,12/10/2002 17:12,12/10/2002 17:14,fishec50,fishec50
809,,Valda,,Urwin,,,0,1,,,the church organist from Penny Hassett  - Married to Peter,12/11/2002 16:41,01/12/2010 12:56,fishec50,fishec50
810,1,,,"Sutton,",,,1,0,,,the supermarket boss who Tom pitches to jan 2003 and is keen to buy the sausages. Played by Colin Rote.,12/30/02 14:52:58,12/30/02 14:55:54,fishec50,fishec50
811,,Samantha,,Walton,,,0,0,,,,01/16/03 16:33:14,01/16/03 16:33:15,fishec50,fishec50
812,,Yvette,,Crawford,,,0,1,,,2003 - Matt's wife,01/17/03 11:10:25,01/17/03 11:10:46,fishec50,fishec50
813,,Piers,,Burnham,06/13/02 00:00:00,,1,1,,,James and Camilla's son,02/21/03 16:13:42,09/10/2008 17:21,fishec50,fishec50
814,,Martin,,the vicar,,,1,1,,,Retired vicar,02/24/03 11:01:53,04/26/12 15:26:10,fishec50,fishec50
816,5,,,Poole,,,1,0,,,,02/27/03 16:27:30,02/27/03 16:28:22,fishec50,fishec50
817,,Midnight,,The Horse,,,0,1,,,Female -,03/03/2003 11:26,02/21/11 12:27:16,fishec50,fishec50
818,,Sean,,Towey,,,1,0,,,,03/12/2003 15:24,03/12/2003 15:28,fishec50,fishec50
819,,Brooklyn,,The Ferret,,,1,1,,,On of Eddie's ferrets in 2002,04/01/2003 15:49,04/01/2003 15:49,fishec50,fishec50
820,,Romeo,,The Ferret,,,1,1,,,One of Eddie's ferrets in 2002,04/01/2003 16:17,04/01/2003 16:17,fishec50,fishec50
821,,Tina,,Paget,,,0,0,,,Born 1940 - the 19 year old daughter of one of John Tregorran's old University colleagues who has been in South Africa since she was 7,04/25/03 16:10:20,04/25/03 16:15:04,fishec50,fishec50
822,,Suresh,,Matai,,,1,0,,,,04/28/03 12:58:29,04/28/03 12:58:29,fishec50,fishec50
823,,Matthew,Ryan,Gemmell,02/14/03 00:00:00,,1,1,,,Lucy's son,04/30/03 12:25:38,04/30/03 15:25:53,fishec50,fishec50
824,,Spearmint,,The Horse,03/23/94 00:00:00,,1,1,,,Alice's horse - a gelding,05/07/2003 12:40,02/24/12 11:47:52,fishec50,fishec50
825,,Nick,,The Rural Dean,,,1,1,,,The Rural Dean in 2003,05/27/03 17:22:54,04/26/12 15:26:25,fishec50,fishec50
826,,Frank,,the Cook,,,1,1,,,Cook at Jaxx Caff,05/28/03 16:30:57,04/26/12 15:26:38,fishec50,fishec50
827,,Constanza,,The Llama,,,0,1,,,,06/04/2003 12:50,06/04/2003 12:50,fishec50,fishec50
828,,Wolfgang,,The Llama,,02/17/13 00:00:00,1,1,,,,06/04/2003 12:51,03/04/2013 16:29,fishec50,fishec50
829,,Frank,,Richmond,,,1,1,,,Manager at Grey Gables,06/18/03 15:28:15,06/18/03 15:28:15,fishec50,fishec50
830,1,,,Tilsley,,,1,0,,,Enforcement Officer from South Borsetshire District Council,06/20/03 16:45:54,06/20/03 16:45:55,fishec50,fishec50
832,,Stuart,,McCreary,,,1,1,,,Jazzer's brother,07/08/2003 12:17,07/08/2003 12:17,fishec50,fishec50
833,,Ted,,Hargreaves,,,1,1,,,,07/15/03 18:31:32,07/15/03 18:31:33,fishec50,fishec50
834,6,Alan,,Franks,,,1,0,,,Hindu wedding to Usha 27/8/08 Christian wedding 29/8/08,07/16/03 16:32:46,11/03/2008 17:22,fishec50,fishec50
835,,Amy,,Franks,,,0,0,,,14 years old in 2003 born 1989,07/16/03 16:34:29,08/28/13 14:54:45,fishec50,fishec50
836,,Alan,,Titchmarsh,,,1,0,,,Played himself - April's studio 2003,07/16/03 19:08:57,11/22/07 14:29:30,fishec50,fishec50
837,,Terry,,Booth,,,1,1,,,Neville Booth's grandson,08/19/03 11:41:00,08/19/03 11:42:25,fishec50,fishec50
838,,Nicky,,Howell,,,0,0,,,The supermarket buyer who deals with Tom - 2003,08/22/03 12:52:38,08/22/03 15:12:40,fishec50,fishec50
839,,Nathan,,Booth,,,1,1,,,Mr Booth's nephew,08/22/03 14:35:43,08/22/03 14:35:43,fishec50,fishec50
840,,Nick,,Spring,,,1,1,,,One of the members of Hassett Hills meat 2003  - tanant farmer,08/22/03 15:50:03,06/19/08 12:02:09,fishec50,fishec50
841,2,,,Newell,,,0,0,,,Head teacher at Loxley Barrett - 2003,08/22/03 15:54:42,11/22/07 14:22:50,fishec50,fishec50
842,,Robin,,Catchpole,,,0,0,,,,08/27/03 15:50:20,08/27/03 15:50:20,fishec50,fishec50
843,,Vikram,,the party goer,,,1,0,,,Guest at Usha's party,08/29/03 15:20:50,04/26/12 15:27:33,fishec50,fishec50
844,,Ravi,,The party goer,,,1,0,,,,08/29/03 15:21:05,04/26/12 15:28:17,fishec50,fishec50
845,,Deepak,,the boyfriend,,,1,0,,,,08/29/03 15:25:48,04/26/12 15:28:35,fishec50,fishec50
846,,Maggie,,the friend,,,0,1,,,Friend of Adam's,08/29/03 16:49:27,04/26/12 15:28:51,fishec50,fishec50
847,,Alexandre,,the boyfriend,,,1,1,,,Adam's ex lover,08/29/03 16:55:19,04/26/12 15:29:10,fishec50,fishec50
848,,Britney,,The Hereford cow,,,0,1,,,,09/01/2003 16:09,09/01/2003 16:09,fishec50,fishec50
849,,Flossie,,The Dog,,,0,1,,,Brookfield dog mother of Tess assume dead,09/04/2003 10:33,05/20/09 12:18:14,fishec50,fishec50
850,,Zebedee,,Tring,,12/28/73 00:00:00,1,0,,,,09/18/03 16:03:28,04/17/13 14:46:22,fishec50,fishec50
851,,Ted,,Atkins,,,1,0,,,,09/18/03 16:08:15,09/18/03 16:08:15,fishec50,fishec50
852,,Jeff,,The farmworker,,,1,1,,,"Works at Home Farm, has a wife. One of  two farm workers with Andy",09/30/03 16:02:52,06/14/13 11:31:39,fishec50,fishec50
853,,Gavin,,the breadman,,,1,1,,,"Gavin is the bread supplier for Ambridge Orginics - he's gay, but he hasn't told his mum",09/30/03 16:49:49,04/26/12 15:29:36,fishec50,fishec50
854,25,,,Winstanley,,,0,0,,,The Brigadier is joint master of The Hunt along with Bellamy in 1966,10/02/2003 14:41,08/11/2004 11:34,fishec50,fishec50
855,,Timothy,,Marne,,,1,0,,,1978  A 45 year old Dubliner who had definitely kissed the Blarney Stone,10/09/2003 15:21,05/16/07 15:24:48,fishec50,fishec50
856,,Sam,,Boyd,,,0,1,,,Female,10/17/03 12:57:24,10/17/03 12:57:53,fishec50,fishec50
857,,Catherine,,Franks,,,0,1,,,Alan Franks' late wife died 1995,10/17/03 14:28:37,11/25/05 16:33:08,fishec50,fishec50
858,,Steve,,The milkman,,,1,1,,,Steve at Borchester Dairies,10/21/03 11:20:27,04/26/12 17:03:45,fishec50,fishec50
859,2,Tina,,Gilbert,,,0,1,,,,10/21/03 11:27:39,02/21/07 15:04:29,fishec50,fishec50
860,10,,,Hatch,,,1,0,,,,10/22/03 11:01:59,10/22/03 11:01:59,fishec50,fishec50
861,,Scruff,,The Dog,,,1,1,,,Daniel's dog lives at the stables. He came from the rescue centre as an adult in 2003.  July 2005 he went to live with the Snells,11/07/2003 11:38,05/20/09 10:26:57,fishec50,fishec50
862,,Lee,,Grainger,,,1,0,,,,11/21/03 15:07:01,11/21/03 15:07:01,fishec50,fishec50
863,,Mal,,Cooper,,,1,0,,,Ed's Probation Officer,11/24/03 11:02:47,11/24/03 11:51:50,fishec50,fishec50
864,,Stephen,,Chalkman,,,1,0,,Chalky,Married to Mererid Calder,11/24/03 15:33:30,11/22/07 16:06:20,fishec50,fishec50
865,,Mererid,,Calder,,,0,1,,,Mererid Calder is married to Stephen Chalkman,11/24/03 15:49:58,11/24/03 15:51:04,fishec50,fishec50
866,,Gordon,,Armstrong,,,1,0,,,,01/14/04 14:54:23,01/14/04 14:54:23,fishec50,fishec50
867,,Brandy,,The pony,,,0,1,,,female,01/20/04 15:02:55,01/20/04 15:59:30,fishec50,fishec50
868,2,,,Blissett,,,0,1,,,Headmistress at Borchester Green,01/27/04 15:49:38,01/27/04 15:49:58,fishec50,fishec50
869,,Julie,,the barmaid,,,0,0,,,,01/28/04 15:36:49,04/26/12 15:30:20,fishec50,fishec50
870,,Luke,,Simmonds,,,1,0,,,,02/16/04 10:25:40,02/27/04 12:33:01,fishec50,fishec50
871,,Mabel,,Thompson,,,0,0,,,"Amy Franks grandma.
Mabel is a baptist",02/16/04 11:47:18,10/20/05 15:53:13,fishec50,fishec50
872,2,,,White,,,0,1,,,,02/25/04 12:49:05,02/25/04 12:49:05,fishec50,fishec50
873,,Sandy,,Miller,,,0,0,,,Reefer smoking bad influence on Neil,03/11/2004 11:11,03/11/2004 11:11,fishec50,fishec50
874,,Ian,,Craig,,,1,0,,,His birth sign is Virgo born 1970 (Aug24 - Sept23),03/11/2004 16:58,08/28/13 15:50:41,fishec50,fishec50
875,,Duncan,,Gemmell,,,1,1,,,Lucy's husband,03/22/04 12:28:01,03/22/04 12:28:31,fishec50,fishec50
876,,Denise,,the Veterinary nurse,,,0,1,,,Works in Alistair's surgery at the stables,03/22/04 15:19:13,04/26/12 15:32:40,fishec50,fishec50
877,,John,,Peel,,10/26/04 00:00:00,1,0,,,Radio DJ,03/23/04 10:54:47,07/30/08 14:15:23,fishec50,fishec50
878,,Nick,,Henderson,,,1,0,,,,03/23/04 11:48:30,03/23/04 11:48:30,fishec50,fishec50
879,,Ronnie,,Grant,,,1,1,,,Farrier,04/02/2004 12:03,07/15/10 12:38:00,fishec50,fishec50
880,,Leanne,,the stables girl,,,0,1,,,Stable girl,04/02/2004 12:06,04/26/12 15:32:59,fishec50,fishec50
881,,Barbara,,Sheldon,,,0,1,,,,04/08/2004 11:59,04/08/2004 11:59,fishec50,fishec50
882,,Annabel,,Barnes,,,0,0,,,An environmental health officer  from South Borsetshire environmental health department.,05/27/04 15:29:23,05/27/04 15:30:24,fishec50,fishec50
883,,Russ,,Little,,,1,0,,,From Paxley Milking Services - the Milking Agency,06/15/04 16:38:24,06/16/04 12:00:13,fishec50,fishec50
885,,Sam,,Batton,,,1,0,,,29 in 2004,07/05/2004 16:24,08/25/04 17:40:15,fishec50,fishec50
886,,Poppy,,The Cow,,,0,1,,,Eddie's painting cow,07/12/2004 17:23,01/30/06 13:05:04,fishec50,fishec50
887,,Bridget,,the Social Worker,,,0,0,,,Social Worker involved in Oliver and Caroline's fostering,07/15/04 15:42:40,04/26/12 15:33:15,fishec50,fishec50
888,2,,,Kapoor,,,0,1,,,Ashok's mum,08/03/2004 12:35,08/03/2004 12:35,fishec50,fishec50
889,,Trevor,,Hopkins,,,1,1,,,,08/18/04 10:35:55,08/18/04 10:35:55,fishec50,fishec50
890,,Dimitro,,the strawberry picker,,,1,1,,,Ukrainian strawberry picker,08/19/04 10:59:55,04/26/12 15:33:32,fishec50,fishec50
891,,Frank,,Mead,,,0,0,,,Polly's Dad,08/26/04 11:48:51,08/26/04 11:48:51,fishec50,fishec50
892,,Maurice,,Horton,,,0,0,,,The butcher  -  Susan thinks he has an allergy to smiling,09/28/04 12:04:29,07/30/08 16:13:03,fishec50,fishec50
893,,James,,Cotton,,,1,1,,,Home farm student,09/28/04 15:10:16,09/28/04 15:10:26,fishec50,fishec50
894,,Griff,,Rhys  Jones,,,1,0,,,"As himself. Griff is the presenter of the BBC programme ""Restoration"" in which the public vote for the building they most want to save.",10/04/2004 14:48,10/05/2004 16:34,fishec50,fishec50
896,,Fliss,,The girlfriend,,,0,1,,,Sam's girlfriend,10/05/2004 11:16,04/26/12 17:02:33,fishec50,fishec50
897,,Darren,,Walker,,,1,1,,,William's freind,10/05/2004 17:14,01/10/2008 11:18,fishec50,fishec50
898,,Vincenzo,,the Sous chef,,,1,1,,,Sous chef at Grey Gables,10/07/2004 16:04,04/26/12 15:34:00,fishec50,fishec50
899,,Sally,,Metcalfe,,,0,1,,,Loxley Barrett's catering manager,10/20/04 11:17:40,10/20/04 11:18:33,fishec50,fishec50
900,,Rosebud,,The Cow,,,0,1,,,,10/20/04 14:46:10,10/20/04 14:46:10,fishec50,fishec50
901,2,,,Smythe,,,0,1,,,2004 lives at The Laurels,10/25/04 15:01:27,10/25/04 15:11:17,fishec50,fishec50
902,,Patience,,Talt,,,0,0,,,,11/30/04 15:13:14,11/30/04 15:16:13,fishec50,fishec50
903,,"Blossom, Snowdrop and Alfred",,The Silkies,,,0,1,,,Phoebe's hens,12/02/2004 15:40,05/05/2006 15:06,fishec50,fishec50
904,,Red Knight,,The Horse,,,1,1,,,,12/03/2004 16:54,01/30/06 13:04:38,fishec50,fishec50
905,,Douglas,,Prendergast,,,1,1,,,,12/14/04 15:57:29,12/14/04 15:57:29,fishec50,fishec50
907,,Ian,,Godwin,,,1,1,,,Part of the Hungary consortium and a friend of Oliver's who met Ed out there.,01/14/05 17:15:02,01/14/05 17:15:43,fishec50,fishec50
908,,,,The Hereford Bull calf,,,1,1,,,,01/14/05 17:36:13,01/14/05 17:36:19,fishec50,fishec50
909,,Caitlin,,the foster child,,,0,1,,,One of Caroline and Oliver's foster children,01/19/05 12:42:43,04/26/12 15:34:12,fishec50,fishec50
910,,Kimberley,,the foster child,,,0,1,,,One of Caroline and Oliver's foster children,01/26/05 12:01:33,04/26/12 15:34:23,fishec50,fishec50
911,,Jane,,Dexter,,,0,0,,,,02/02/2005 11:30,02/02/2005 11:30,fishec50,fishec50
912,,Penny,,Humphreys,,,0,0,,,,02/08/2005 11:48,02/08/2005 11:48,fishec50,fishec50
913,,Andrew,,Sinclair,,,1,0,,,,02/08/2005 14:22,02/08/2005 14:22,fishec50,fishec50
914,,Jenny,,Stewart,,,0,0,,,Old friend of Caroline's,02/14/05 12:49:16,02/14/05 12:49:16,fishec50,fishec50
915,,Basil,,The donkey,,,1,1,,,,02/17/05 13:00:04,01/30/06 12:40:59,fishec50,fishec50
916,,Benjamin,,The Donkey,,,1,1,,,,02/17/05 13:02:24,01/30/06 12:41:07,fishec50,fishec50
917,,Hugh,,the chef,,,1,1,,,chef at Lower Loxley,02/17/05 17:06:48,04/26/12 15:34:35,fishec50,fishec50
918,,Sheila,,King,,,0,0,,,Fostering Social worker,02/25/05 14:29:52,02/25/05 14:30:14,fishec50,fishec50
919,,Bernie,,Wust,,,1,1,,,Friend of Oliver and Matt,02/25/05 17:02:26,07/05/2005 10:42,fishec50,fishec50
920,,Jim,,Parsons,,,1,1,,,,03/01/2005 16:26,03/01/2005 16:26,fishec50,fishec50
921,,Paul,,Hardy,,,1,1,,,,03/02/2005 16:52,03/02/2005 16:52,fishec50,fishec50
922,,Caspian Prince,,The Bull,11/07/2004 00:00,,1,1,,,,03/10/2005 17:09,07/08/2005 11:10,fishec50,fishec50
